bw,delay,loss,queue,packet_loss_ratio,rtt,jitter,throughput
10,37.95538325835658,2,200,0,140.6,24.78507615481542,10.5
20,15.255108077003763,2,100,20,62.825,31.082296676189593,21.0
10,23.846667373109547,1,50,0,67.8,25.842503748669554,10.5
50,40.652340956706325,0,200,0,113.2,35.377181911509005,52.3
5,8.917309552282777,5,50,0,34.480000000000004,13.36888177821915,5.24
5,42.43579286724228,1,100,0,122.32,41.76256697091308,5.24
10,17.99307445231545,2,50,0,78.12,22.972091763703194,10.5
10,49.63598743377078,0,50,0,154.6,66.9014200148248,10.5
20,16.8944430000171,5,200,40,77.46666666666667,40.5291664524862,21.0
10,9.530457833425691,0,200,0,28.98,10.407785547367894,10.3
5,39.25542622691459,1,100,0,124.8,37.19811823197512,5.25
10,38.110469426337396,5,100,20,113.95,61.45895649401585,10.5
5,49.630380371340166,1,100,0,143.6,46.81132341645556,5.25
5,16.49816701053991,2,200,0,48.800000000000004,23.152105735764078,5.25
10,11.991130036287558,1,50,0,34.38,9.467417810575384,10.4
50,42.324066079040875,5,200,20,149.75,23.97741993348464,52.4
10,31.405076839292388,2,50,0,112.6,33.84228124698452,10.5
20,8.25944382491123,1,100,0,58.5,37.675522557756246,20.9
10,26.60955566985886,2,100,0,102.53999999999999,42.576378427480186,10.5
10,33.9664903638957,5,50,0,110.86,46.24951891641685,10.5
50,23.097925492907624,0,50,0,73.0,28.022134108593512,52.3
5,12.110644133563653,2,200,20,42.300000000000004,17.94380115806013,5.25
5,32.96518621191199,1,200,0,128.94,63.403138723567935,5.23
50,29.242045510140848,1,100,0,83.28,26.904404843816934,52.4
10,33.85181939574842,1,200,0,96.38,43.58792263918986,10.2
10,17.667214394456813,2,200,0,84.14,31.271680479309072,10.1
5,13.108028500265798,1,200,0,43.5,9.116742839413648,5.24
20,28.397821945964377,0,50,0,86.84,24.18693862397637,20.6
50,36.43019433671027,2,200,0,334.52,472.83977413073023,52.2
10,47.162162484983654,1,100,0,138.4,56.69920634365176,10.5
5,29.07224530838144,1,100,0,94.8,36.77002855587686,5.23
5,16.654346925806713,1,50,0,100.3,67.18898719284284,5.25
20,8.92280998046988,2,100,20,27.8,8.049016503068353,21.0
10,34.71597228072242,1,200,0,120.12,47.326071039121764,10.5
20,33.08910570979628,1,100,0,100.0,27.36713357295572,21.0
5,12.38689336237202,0,50,0,108.64,66.43954394786286,5.19
20,24.03011606075711,5,50,0,70.36,21.29913143769013,21.0
50,38.275716172611006,0,200,0,102.9,31.133342255530483,52.4
10,18.342772604030067,0,100,0,84.76,49.161855131799086,10.5
5,6.569249338367535,5,200,20,20.325,1.8117670931993424,5.25
10,11.707893394161738,1,50,0,52.86,19.173888494512532,10.5
20,11.192728371062287,1,200,0,40.9,11.506302620737907,20.7
50,17.522764025774652,5,200,0,53.88,11.261527427485134,52.4
50,20.287511433047214,5,100,0,50.76,18.42397894050034,52.3
10,32.735999472420616,2,50,0,135.98,47.36562044352422,10.5
5,45.132309840731516,1,50,0,133.94,47.3504804621875,5.25
10,7.157976635453586,0,50,0,45.62,20.794398284153353,10.4
20,17.682978701981973,5,50,40,49.06666666666666,20.188197872354365,20.9
50,42.63134525895261,2,50,0,116.44,33.71332080943674,52.4
5,32.84858732782496,5,100,40,117.6,31.70930462813715,5.25
5,34.42623922263871,5,100,0,742.44,944.5344398167808,5.25
50,21.130879863577512,1,100,0,61.62,19.690276788303407,52.3
20,24.879911746085206,0,50,0,78.36,31.205336082151078,21.0
50,12.24796784791738,2,50,20,39.275,17.780396508514652,52.2
5,33.439475079551556,2,200,0,104.7,37.01985953511979,5.24
50,23.943766373045197,5,200,0,66.52,27.88990856922984,52.3
20,21.770408724969837,0,200,0,78.18,24.186401137829495,20.9
50,35.035902724185455,0,200,0,90.76,37.90452479586045,52.4
5,15.116428417930416,1,100,0,55.46,20.825297116728013,5.25
50,42.23074403626499,2,200,0,114.76,39.078549103056524,52.2
50,44.25385238151608,5,100,0,131.08,48.005541346807036,52.4
20,37.17164780096686,5,100,20,126.575,47.955004952559435,20.9
5,16.410063496067803,5,50,40,59.733333333333334,25.664242309745543,5.25
50,16.350962173233558,0,200,0,48.68,17.18275298082353,52.4
50,19.632720046286234,2,100,0,58.54,23.12397024734291,52.4
20,33.58193664059455,2,200,0,110.46,36.702833678069055,20.9
50,28.906625816304413,0,200,0,94.14,37.59804516194958,52.4
10,15.595677482472123,0,50,0,51.18,23.219646853473034,10.5
20,22.70620654337057,2,100,20,93.225,55.95953150864173,20.8
10,12.301025867779048,0,200,0,37.64,16.122282716786724,10.5
20,30.002245576801823,2,200,0,90.2,31.343819167421188,20.9
50,18.389244270542875,1,50,0,51.44,16.66937311358768,52.4
10,43.969287257146725,1,100,0,125.02,53.10510333291896,10.5
50,8.666382597997309,1,50,0,23.58,8.528305810651961,52.4
5,42.00059485797014,0,200,0,163.0,28.653097563788805,5.24
20,41.803590093623136,2,100,0,121.17999999999999,38.30694454012223,21.0
5,35.08986348757592,5,50,0,145.3,55.67943965235282,5.24
5,14.277953493847287,2,200,0,48.18,18.70032085286239,5.25
20,28.61924734585473,0,100,0,87.68,35.07117049657739,21.0
5,29.945646200352293,1,100,0,120.3,34.324918062538764,5.24
20,15.063572171086582,2,50,0,44.28,12.742919602665634,20.9
50,22.419156493822502,2,50,0,89.96000000000001,48.79562480386945,52.4
10,29.713890149241497,0,200,0,98.64,36.56628228299946,10.5
20,8.401220936231823,0,200,0,38.1,27.388866351128883,21.0
20,18.94314443499777,5,100,0,60.3,14.806079832285114,20.9
5,23.919138061290276,2,100,0,84.5,32.05737044737138,5.16
10,44.148848456650846,5,100,0,188.64,70.28476364049324,10.5
5,5.237092232289195,2,50,0,52.74,27.802122221154267,5.25
5,17.78968544647198,0,50,0,83.2,21.72935802088962,5.25
20,15.417834413229714,2,200,0,47.339999999999996,17.134847533608227,20.9
5,7.307419659861492,0,200,0,25.560000000000002,8.717683178459746,5.24
20,47.486434634752534,5,100,0,131.2,41.81746046808677,20.9
5,7.577195291336838,5,200,20,327.15,543.5156820797968,5.25
10,19.44803721504963,2,100,0,72.34,23.628647866519998,10.5
10,46.54686989437851,2,50,0,122.86,51.62594309065937,10.5
10,49.60042445852368,0,50,0,168.2,58.89991511029536,10.4
10,43.609832978203784,0,100,0,115.54,38.41364340960123,10.5
5,31.680835024426635,2,200,0,101.7,37.84831568247126,5.24
50,19.50005372056814,1,50,0,61.160000000000004,28.55464935872966,52.3
50,38.48536700574073,0,200,0,113.56,34.741444990097925,52.3
20,17.02883939573939,1,100,0,51.160000000000004,17.07023725669916,20.6
5,42.39065201778445,5,50,20,129.975,63.53268843674097,5.25
5,29.142247763515744,2,100,0,105.0,54.943607453460864,5.23
50,32.736920455511374,2,50,0,98.98,30.178170918728657,52.4
5,26.04121882484294,2,200,0,94.36,33.45942318689909,5.24
5,38.5342427878114,0,200,0,131.66,54.926296070279484,5.25
10,34.50506234738927,2,50,0,119.64,42.24053740188446,10.5
20,41.1330119967332,0,100,0,106.18,40.25819171299178,21.0
10,43.67989199985847,5,100,0,354.02,471.8995677048242,10.5
20,25.76562523467404,0,50,0,118.88,91.10045005377306,21.0
20,28.266194718465822,2,200,20,88.625,29.86953576248996,20.9
50,39.36656998208909,5,50,0,151.02,58.91521026016966,51.8
10,14.569328978367752,2,50,20,61.7,14.45014417459794,10.5
20,37.26351246318042,0,100,0,108.76,40.343314192069045,20.9
50,44.2015732049897,5,100,20,424.0,548.2128540387696,52.4
20,43.40695479070897,5,100,0,142.84,40.032836522035254,21.0
5,29.07175847449851,5,50,0,314.0,481.3543964689634,5.25
10,14.634024573028682,0,200,0,68.5,33.74848144731848,10.5
20,27.49179337159601,0,50,0,73.24,22.84103762966998,20.7
10,31.27508965908537,0,50,0,89.88,37.4760189988211,10.5
5,31.923877535458526,5,200,20,114.75,37.61351707387474,5.25
5,34.29503629575437,5,100,0,102.14,35.40533858050223,5.25
5,7.116808088371156,5,100,40,27.366666666666667,7.217571151941168,5.23
5,20.182447892383696,0,100,0,66.7,16.992204094819485,5.24
5,41.76907016161757,0,100,0,121.64,48.355434027625066,5.25
5,30.530776301504545,5,50,0,330.12,480.2859273391216,5.24
10,31.353859390224617,2,50,20,104.55,46.26838373374775,10.5
10,38.9084204701578,2,50,20,106.45,40.70139227757858,10.5
10,9.554084403172943,1,50,0,31.8,12.950289572052048,10.5
10,9.815246944278101,1,200,0,33.2,11.112380483046824,10.5
20,10.13561212758866,0,200,0,31.099999999999998,11.137549102024197,20.9
50,20.90175656723012,1,50,0,64.0,23.38236514983033,52.3
50,15.226962357584538,0,100,0,46.28,11.918137438375174,52.4
5,45.01039625972639,2,100,0,135.4,46.78995618719898,5.25
10,29.56562576417797,5,100,20,99.0,36.430390244043956,10.5
20,25.59069261101479,1,50,0,76.7,20.268571730637557,21.0
10,39.37144017273692,2,50,0,130.1,80.50260865338464,10.5
20,29.16528228444358,1,100,0,76.14,29.68801104823292,21.0
5,13.938247906727403,5,50,0,280.22,475.6176426500598,5.25
5,11.381207230712356,2,200,0,43.4,17.041420128616043,5.25
20,43.53220197160251,0,200,0,136.52,45.04810761841168,20.9
50,31.74625576260905,5,100,20,141.85,41.92958382812784,52.2
50,23.41217698382398,2,200,0,73.86,28.96727463880577,51.7
5,23.106484978665677,0,50,0,73.2,15.741823274322451,5.25
50,43.71129214754024,0,100,0,132.74,44.25107908288791,52.4
50,31.258927541363104,2,200,0,84.74,33.22195057488347,52.4
5,39.249059287400684,2,100,0,112.89999999999999,48.94047404756108,5.25
50,22.53656528878594,2,50,0,65.54,23.674310972021974,52.4
5,29.78164315847878,0,100,0,94.5,37.64717784907655,5.25
50,30.722113447280815,5,200,0,82.28,29.594121037800733,52.4
