bw,delay,loss,queue,packet_loss_ratio,rtt,jitter,throughput
50,34.16921330495573,5,100,40,503.1666666666667,103.40293354961776,30.0
10,35.57145882707388,0,200,50,371.6,110.64040853142218,5.0
20,19.014598579260152,1,100,50,132.56,53.092212234940824,10.0
10,13.583129956278107,0,200,70,327.0,31.953090617340916,3.0000000000000004
20,42.822043881760315,0,100,50,128.8,17.020575783445164,10.0
5,37.271955957098385,0,200,60,564.25,15.542951242712348,2.0
5,18.205936203610907,0,200,50,574.8,57.40818756937028,2.5
50,39.44244689085445,1,200,60,416.75,30.048571790796757,20.0
10,37.58073616413645,2,100,50,171.2,10.709808588392232,5.0
20,39.34265492596188,1,200,80,302.0,82.02438661763951,3.999999999999999
50,26.43760744746962,0,50,80,386.5,38.890872965260115,9.999999999999998
5,15.009035446209886,2,50,20,157.625,34.96503355394602,4.0
10,31.972345552137508,5,100,60,206.0,53.68426212587819,4.0
20,14.928784880198137,5,100,70,122.73333333333333,62.61671768252735,6.000000000000001
50,23.68986135660784,0,200,70,440.0,17.69180601295413,15.000000000000002
5,41.91847422326858,5,50,30,202.0,41.81307610465096,3.5
10,10.173750737721635,0,100,70,144.0,7.810249675906654,3.0000000000000004
5,38.52835426240822,1,100,60,305.75,19.534158116830458,2.0
50,10.413645390187398,1,100,40,366.5,25.47744100179608,30.0
10,14.063016228178956,5,100,20,150.375,30.15169978624754,8.0
50,39.02720586034752,2,100,60,515.75,75.72483080205593,20.0
5,38.18946514545774,1,200,50,690.2,95.23759761774758,2.5
5,18.06363745779948,1,100,50,300.4,42.163965657893236,2.5
5,36.85492724096089,0,100,70,394.0,67.20119046564577,1.5000000000000002
5,45.29392466611042,2,50,80,170.5,2.1213203435596424,0.9999999999999998
50,42.776728522543216,1,100,60,413.0,60.23841520713063,20.0
5,13.985885253135535,0,200,60,645.75,99.5401928870946,2.0
5,42.17716841777294,1,100,90,371.0,0.0,0.4999999999999999
10,7.075510088593918,5,200,50,307.8,65.02076591366792,5.0
10,22.784551681762377,1,100,40,193.0,58.51837318312942,6.0
50,46.34638935326532,0,100,50,448.4,66.55298640932652,25.0
5,44.879775929248964,2,100,60,345.0,54.258639865002145,2.0
20,29.997050945154193,0,50,70,75.73333333333333,12.615202468978977,6.000000000000001
10,29.730044709720488,1,100,80,169.0,19.79898987322333,1.9999999999999996
5,39.13270400987271,0,100,70,355.0,91.30717386930777,1.5000000000000002
50,43.0578871301393,0,200,70,468.3333333333333,26.764404221527766,15.000000000000002
50,34.93590457958595,2,50,80,387.5,47.37615433949868,9.999999999999998
5,26.369093741182382,5,100,30,284.14285714285717,22.689414355807507,3.5
50,8.623679971500744,2,100,50,452.2,59.03134760447198,25.0
20,23.916982291134744,5,200,90,263.0,0.0,1.9999999999999996
5,23.307300539592887,5,50,60,185.0,43.87102308661911,2.0
50,37.37241874514634,0,50,70,453.0,57.0,15.000000000000002
5,37.228535732723664,5,200,10,408.44444444444446,39.73383668584973,4.5
50,45.5278379459601,1,200,30,457.14285714285717,32.97690389463799,35.0
5,43.94343625194798,0,100,60,316.25,30.258607590788664,2.0
5,40.63510003364602,1,100,50,379.6,92.62451079492944,2.5
10,27.291089102062152,1,200,70,406.3333333333333,80.82903768654761,3.0000000000000004
10,23.19585617666445,1,50,50,100.26,29.494711390349288,5.0
5,7.643112250221867,2,100,60,307.0,47.30750469005948,2.0
5,30.02136379730455,0,100,30,361.85714285714283,87.01039894064114,3.5
50,10.055916087884354,0,50,40,410.8333333333333,54.704356925812284,30.0
5,5.391146399462726,2,100,40,284.0,71.66589146867567,3.0
50,36.008653096518046,2,200,30,450.2857142857143,23.478460239932584,35.0
5,19.04597936188435,2,50,70,172.0,24.24871130596428,1.5000000000000002
5,7.002756243622859,5,50,30,185.0,62.64982043070834,3.5
50,18.932325254420032,5,100,60,421.5,32.046840717924134,20.0
5,20.556221186255755,1,50,50,155.4,18.433664855367205,2.5
20,38.215653686297216,0,100,80,136.0,42.42640687119285,3.999999999999999
10,39.81703297195926,5,200,60,366.0,87.20473993233777,4.0
20,41.87293195936878,5,50,60,97.1,7.578478299324561,8.0
10,10.40925741181821,0,50,70,95.3,35.26598928145927,3.0000000000000004
20,23.681245003438903,2,200,70,239.33333333333334,50.34216258101487,6.000000000000001
5,22.658148871355802,1,100,40,313.3333333333333,57.55577005537035,3.0
10,27.52429607974183,5,50,40,116.48333333333333,31.177646907145938,6.0
10,21.663978175959564,5,100,30,240.14285714285714,64.64113388915908,7.0
20,37.78296897881975,1,50,40,159.51666666666668,94.7171033481634,12.0
50,28.45325987799785,2,200,40,446.8333333333333,49.17079078748548,30.0
50,24.39247647438604,0,200,40,497.8333333333333,64.58921478595839,30.0
5,41.778038888925636,1,200,80,676.5,23.33452377915607,0.9999999999999998
50,14.324055588653632,0,50,20,420.625,59.38960346727363,40.0
20,47.009729025854135,0,100,70,163.0,25.514701644346147,6.000000000000001
5,38.49098386783553,1,50,70,198.0,43.71498598878879,1.5000000000000002
5,27.382692895098717,5,200,30,603.4285714285714,18.599795185764304,3.5
20,17.247532956840192,0,100,50,127.24,50.268807425679,10.0
5,38.10677280349082,1,50,70,184.0,37.242448899072144,1.5000000000000002
20,43.423073618259735,2,50,90,164.0,0.0,1.9999999999999996
5,43.24371649442625,2,200,30,623.7142857142857,84.71464707222376,3.5
50,45.86393389298182,2,200,80,454.0,8.48528137423857,9.999999999999998
20,42.224867787239376,0,50,50,137.5,68.17316187474364,10.0
50,38.25383548909526,5,50,60,389.75,44.58979703923309,20.0
5,43.60179215731792,0,100,20,320.375,29.851716868548785,4.0
5,35.77153486756671,1,50,20,190.75,38.51437579472297,4.0
50,36.22593940344862,5,200,60,542.5,96.84867922004237,20.0
5,31.701379759840943,5,50,20,179.875,36.317793749856875,4.0
10,12.941970201591811,2,100,70,153.66666666666666,15.50268793897798,3.0000000000000004
5,30.200561944415128,0,50,60,181.25,36.30771267926417,2.0
50,41.15881027444141,0,50,80,460.0,63.63961030678928,9.999999999999998
20,31.454416583065523,2,200,50,226.0,47.61302342846965,10.0
10,18.42537558669611,2,50,30,86.5,5.2814139520902295,7.0
50,10.129145782002437,5,50,40,417.5,29.43297470525193,30.0
50,44.0951625985728,1,200,50,547.0,69.40461079784254,25.0
10,25.056013522883376,0,50,40,98.56666666666666,11.600287352762718,6.0
5,45.897734558859476,2,100,50,342.2,37.890632087628205,2.5
5,32.09305752650438,2,100,40,291.1666666666667,37.65855369855123,3.0
10,49.227304243716105,5,200,60,365.5,78.74219538045236,4.0
50,27.182175957198858,5,100,50,368.4,29.14275210065103,25.0
50,27.05319709851177,1,100,50,407.2,62.45958693427295,25.0
5,29.364747895845476,2,50,30,181.14285714285714,24.761721611044276,3.5
20,39.32018741068821,1,50,50,115.02,44.39816437646944,10.0
20,12.78322170556698,5,50,30,124.42857142857143,96.86682807314577,14.0
5,26.425467286683194,5,100,30,305.14285714285717,38.43795247507586,3.5
10,17.023214433650505,2,50,60,122.125,40.966927718181,4.0
10,6.856939581985034,5,50,40,85.01666666666667,12.781457924144124,6.0
20,29.429507811550817,1,200,80,355.5,133.64318164425748,3.999999999999999
50,39.68361317019904,2,100,70,414.6666666666667,42.735621363604075,15.000000000000002
5,27.12955653487211,1,100,50,286.8,28.99482712485108,2.5
50,15.103419189055773,5,200,40,519.6666666666666,103.22919483686127,30.0
10,44.252295147795785,2,200,40,389.8333333333333,65.95579327600167,6.0
10,48.00995920025235,5,50,60,128.5,31.042980956516832,4.0
20,16.393674797516173,5,50,50,64.84,27.554001524279556,10.0
50,7.009641830990283,5,200,70,426.6666666666667,37.58102358017053,15.000000000000002
10,27.72117413183636,0,200,80,334.5,7.7781745930520225,1.9999999999999996
10,14.326356403895357,0,200,60,311.5,33.13105290609803,4.0
10,35.72423369741402,5,200,90,393.0,0.0,0.9999999999999998
10,6.178106164485981,5,100,50,163.2,46.14325519509866,5.0
50,25.479362383558815,2,50,40,396.3333333333333,62.36238182323272,30.0
20,45.678929413688316,1,50,80,178.5,45.96194077712559,3.999999999999999
20,43.12013607428902,5,200,70,313.3333333333333,107.37473321658747,6.000000000000001
5,39.39785174404643,1,50,20,183.5,27.707657528457464,4.0
10,13.979715278703162,2,200,10,317.22222222222223,65.35437586301659,9.0
50,33.16997788749616,5,100,30,421.57142857142856,28.265745717252553,35.0
50,33.709932460350046,2,50,70,487.3333333333333,103.82838404469817,15.000000000000002
20,32.26549554631883,2,100,30,128.28571428571428,22.91807354988842,14.0
20,9.007270344894847,5,50,90,49.4,0.0,1.9999999999999996
5,40.839215631428026,2,200,40,593.8333333333334,62.636783655186726,3.0
20,35.42355248248804,2,50,50,113.32,49.281761332160194,10.0
50,31.771474307218153,1,100,40,410.0,39.92492955535426,30.0
10,49.699177745764025,0,100,70,221.33333333333334,57.657031950433705,3.0000000000000004
5,34.03195130228531,0,50,80,188.0,41.012193308819754,0.9999999999999998
10,5.865349065850945,2,200,70,301.0,72.38093671679029,3.0000000000000004
50,46.9092827649042,5,50,90,464.0,0.0,4.999999999999999
10,21.216954858941357,0,200,60,413.0,52.53570214625479,4.0
50,45.078992375177094,0,100,50,409.8,39.340818496823374,25.0
5,5.936735280742779,2,200,0,542.1,99.33607378770088,5.0
50,33.70561381889338,2,100,60,385.25,32.01431971269523,20.0
20,9.459018818659041,1,200,50,219.4,90.26239527067737,10.0
10,34.40372489384503,0,50,60,136.75,40.9827199357648,4.0
5,15.436381361548339,2,200,70,581.3333333333334,68.09062588442944,1.5000000000000002
10,49.807932347844925,5,100,40,267.6666666666667,127.71322040676394,6.0
20,44.33744179690809,2,200,50,227.0,13.874436925511608,10.0
20,43.899460341419115,5,200,60,226.25,35.06541506004646,8.0
20,38.98029544427119,5,200,60,224.0,58.52065162544473,8.0
50,35.23401369214962,0,100,70,392.6666666666667,21.594752448994022,15.000000000000002
50,34.37993502798635,1,50,50,472.6,68.79171461738689,25.0
10,35.63315867983917,2,200,70,364.0,48.507731342539614,3.0000000000000004
50,29.26352242399136,2,50,50,419.2,53.067881058131576,25.0
5,47.02347773066248,5,200,50,596.6,56.2165456071431,2.5
10,23.39331493458065,2,200,70,493.3333333333333,70.691819422995,3.0000000000000004
50,37.6789533692545,0,100,50,465.2,86.69025320069149,25.0
20,39.7014486843287,2,200,60,195.5,30.43572462310259,8.0
5,15.567295967319524,2,100,80,364.5,12.020815280171307,0.9999999999999998
5,7.052907337566254,5,100,20,313.375,52.82028154844636,4.0
50,15.852077310062842,2,50,60,395.75,61.09214352107806,20.0
5,18.822131781068386,1,50,30,188.14285714285714,43.4028746030666,3.5
5,36.04494481696588,0,200,50,645.0,48.30113870293329,2.5
10,10.06440466636266,0,200,60,304.75,63.2106267437156,4.0
10,48.43549787885984,0,200,80,352.5,78.48885271170677,1.9999999999999996
5,28.065396124681232,1,100,0,302.0,38.35796310198618,5.0
50,12.016106707887266,1,50,60,347.0,24.179881444429512,20.0
20,19.443051621492415,0,200,70,235.33333333333334,100.58495580022559,6.000000000000001
5,7.070280656767897,0,100,50,272.4,20.329781110479278,2.5
50,25.896859149787357,2,50,40,341.6666666666667,15.487629472151852,30.0
10,34.25059838929549,2,200,70,307.0,40.70626487409524,3.0000000000000004
20,33.03506781983158,0,100,70,177.0,48.692915295759406,6.000000000000001
20,27.071849209952614,2,100,60,109.75,11.206396982676159,8.0
20,15.027875669215065,0,100,80,146.0,62.22539674441618,3.999999999999999
10,33.20497315119768,0,200,70,424.6666666666667,116.38871652068913,3.0000000000000004
10,35.14291298162544,5,200,20,318.375,66.92199617038162,8.0
5,16.256183566495952,1,100,30,347.7142857142857,23.62000766098017,3.5
50,6.470521637726502,1,50,50,449.6,73.63626823787311,25.0
50,48.78068987779246,0,200,30,482.57142857142856,28.38930046606258,35.0
5,34.855491096708,5,100,20,350.875,86.79769170729303,4.0
10,49.81747420845995,2,100,50,221.0,70.5691150575094,5.0
5,24.024457617498275,5,50,30,152.57142857142858,11.37038760490223,3.5
5,23.374942421178968,2,100,20,292.75,26.058998994040977,4.0
50,43.60356915957589,2,100,40,523.1666666666666,76.25068305704984,30.0
5,24.029842567144037,1,200,50,570.0,39.26830783214372,2.5
5,28.633033474608798,1,50,30,187.71428571428572,38.1126150843973,3.5
10,31.477270923356983,1,50,70,95.63333333333333,0.15275252316519375,3.0000000000000004
5,25.66321641967402,0,200,10,588.6666666666666,56.923193866823745,4.5
20,43.86936921884579,2,100,60,140.25,42.78921203605725,8.0
10,36.96050669436963,5,200,20,303.25,31.765884665335996,8.0
50,43.627140840029426,0,200,50,544.8,110.3820637603773,25.0
10,47.21171226034624,1,100,50,230.4,58.18333094624267,5.0
20,12.63604682329086,0,50,50,90.64,42.09243399947311,10.0
5,36.99065132062089,0,200,80,524.0,14.142135623730951,0.9999999999999998
50,19.950692839103752,1,100,20,450.5,63.8099857836866,40.0
20,35.40123337386977,1,50,20,98.3125,35.428859805853996,16.0
10,25.144381376628026,5,100,40,191.33333333333334,51.03985370929923,6.0
10,12.574474362676817,1,50,60,139.15,36.72723784876832,4.0
10,19.03308500885344,5,50,60,112.6,31.043625217855382,4.0
10,34.56557484891924,5,100,60,181.75,27.10934648173332,4.0
20,12.865982356828695,5,200,30,184.0,44.67288513927287,14.0
20,5.000587157382739,5,50,80,61.35,21.991020894901634,3.999999999999999
20,8.014695193806531,1,100,70,158.33333333333334,39.92910383834495,6.000000000000001
5,14.392294718939361,0,100,40,299.3333333333333,41.43750314228243,3.0
10,47.254002693309495,0,50,60,160.25,55.84129296497351,4.0
5,36.514153356255676,1,100,60,301.75,24.5,2.0
20,32.69951900039797,0,50,70,105.36666666666666,36.569158225659685,6.000000000000001
10,7.160921441086154,1,100,40,169.66666666666666,39.3124238208059,6.0
5,6.875120008593331,5,200,30,607.1428571428571,115.86260335907724,3.5
20,36.89470590586895,5,50,80,155.5,34.64823227814083,3.999999999999999
50,46.93474787714728,0,100,60,492.75,69.01871726809571,20.0
10,25.977685124945452,0,200,50,325.2,66.12639412519029,5.0
20,6.925556032602472,5,200,50,179.0,47.4236228055175,10.0
50,42.498018744916465,0,100,30,491.57142857142856,89.40890549018246,35.0
50,34.411870588289304,1,100,40,450.1666666666667,65.66708967714852,30.0
50,6.382273830966468,2,100,30,417.2857142857143,54.53963172383389,35.0
20,41.56532637087417,2,200,60,349.5,91.5951235965467,8.0
10,16.482917314833553,0,100,80,161.5,27.577164466275352,1.9999999999999996
20,29.942462151583644,0,200,40,266.8333333333333,99.62412693051151,12.0
5,39.86889328414582,0,100,50,298.4,16.44080290010193,2.5
5,40.89412593086813,2,50,40,207.33333333333334,50.693852355750856,3.0
10,31.02608610964643,2,100,50,202.6,36.753231150471656,5.0
5,18.542400669332174,2,100,50,277.2,14.289856542317,2.5
5,42.944020067063185,5,50,20,193.625,26.763180998208288,4.0
20,34.63328221679379,1,50,70,80.86666666666667,9.88803991361955,6.000000000000001
10,28.116715027579943,2,200,70,284.6666666666667,8.386497083606082,3.0000000000000004
50,22.341636499900748,2,100,40,464.0,88.55732606622672,30.0
20,7.223082762070667,2,100,50,148.56,78.09281657105217,10.0
5,26.832368592745972,2,100,20,339.0,37.15604161602025,4.0
50,38.605214033232656,2,200,60,428.75,18.006943105369107,20.0
20,18.840862990108207,2,100,90,133.0,0.0,1.9999999999999996
20,43.625614845808535,5,50,60,183.8,70.7871928152732,8.0
20,27.836617615147674,2,100,50,164.62,68.22735521768377,10.0
5,7.052707461057066,2,200,30,488.2857142857143,56.352208728420116,3.5
50,46.928950996302454,0,50,80,445.0,1.4142135623730951,9.999999999999998
50,26.48704875579402,0,100,20,463.0,87.23531395025755,40.0
50,46.32631969917959,1,100,60,480.0,20.73644135332772,20.0
10,36.310947731021045,2,200,50,428.8,95.07207791986036,5.0
10,21.722941022566506,1,50,60,103.325,25.7356270566699,4.0
50,9.205881283689045,1,50,50,432.6,59.57180541162069,25.0
50,5.567040667403572,0,200,30,441.2857142857143,50.592207192130175,35.0
50,15.614183800207485,5,200,30,422.0,46.26733909213568,35.0
20,34.412481431970114,5,100,50,133.2,33.244548425268164,10.0
10,45.74675595446498,1,200,70,335.0,9.848857801796104,3.0000000000000004
5,29.123978064701525,5,100,10,295.44444444444446,41.97949234778546,4.5
5,15.698402674938235,0,50,60,140.0,1.1547005383792515,2.0
50,12.882101414246314,2,50,30,342.42857142857144,40.901740561403756,35.0
20,5.89967837546088,1,50,80,56.2,13.435028842544403,3.999999999999999
10,18.68108199299977,2,200,60,346.75,39.72719471596252,4.0
10,15.59912570597594,2,50,70,100.2,35.333977981540656,3.0000000000000004
10,11.17842103013158,0,50,50,85.18,17.179842839793384,5.0
50,42.6285774575709,1,50,50,491.2,66.67233309252046,25.0
20,43.37903259454619,5,200,60,421.5,237.330290242663,8.0
50,19.20243673517491,2,100,30,423.0,70.04760286167306,35.0
5,46.75735955842341,1,50,50,212.0,37.43661309466977,2.5
50,28.37795836336073,0,50,60,470.5,59.321159799855565,20.0
20,33.6284960118501,1,100,60,135.5,59.016946718718,8.0
10,18.652717421675145,5,200,60,359.0,148.60237772884614,4.0
50,19.205781595529864,0,50,70,424.0,50.08991914547278,15.000000000000002
50,32.939129514686535,0,50,60,551.5,155.24711484168287,20.0
20,30.253700412886655,0,200,60,228.0,61.01912268570676,8.0
5,17.807017522294537,1,200,70,577.6666666666666,42.548012096140674,1.5000000000000002
50,12.74104597554243,0,50,50,408.6,67.06191169359847,25.0
50,37.502478585223784,0,100,60,446.75,60.758401339512986,20.0
20,29.020188895640814,1,100,30,142.95714285714286,60.49308106835738,14.0
50,31.775852809618943,0,200,40,570.6666666666666,54.621119236671326,30.0
5,11.847855506901421,2,200,30,437.7142857142857,94.89066389923771,3.5
10,5.976349330171129,0,200,80,280.0,11.313708498984761,1.9999999999999996
20,6.30128261337765,1,200,40,202.0,34.93994848307593,12.0
10,15.352074389405622,2,200,70,366.3333333333333,128.59367532399614,3.0000000000000004
5,24.469475472737596,0,200,70,600.6666666666666,24.94660965609021,1.5000000000000002
5,40.60542961458377,0,50,60,178.5,16.421530582338136,2.0
50,15.474465449580356,2,200,20,507.375,98.13829527763359,40.0
50,36.81566666297648,1,200,60,486.25,112.06062347378464,20.0
20,29.593512159780218,0,50,90,66.9,0.0,1.9999999999999996
5,6.006922572793156,0,100,40,281.3333333333333,38.62468985851753,3.0
20,24.477363973094253,0,100,50,141.28,42.58981098807554,10.0
5,40.60313354643337,2,200,50,595.6,42.24097536752673,2.5
50,15.227685719435572,0,200,50,528.8,92.1015743622225,25.0
5,23.028483330871975,1,50,60,231.5,17.935068069752806,2.0
50,44.26097275932062,0,100,60,428.75,48.17589300331304,20.0
10,39.3783316075159,2,50,40,131.66666666666666,35.240128641460245,6.0
20,24.837471656178735,0,200,60,206.75,49.56056900399752,8.0
50,15.16540280249679,0,200,60,477.5,40.89417236396078,20.0
5,34.04454664541285,5,200,20,656.75,106.19490168015197,4.0
20,19.09398712972649,5,100,30,142.68571428571428,49.345125681990396,14.0
5,31.79184112505073,0,50,60,199.0,32.506409624359726,2.0
50,15.933561060502274,1,50,60,415.25,46.61455423648999,20.0
5,30.23753644789437,5,100,60,363.5,50.13648039767716,2.0
50,21.158583844097766,0,200,30,463.85714285714283,71.86429009234135,35.0
50,26.704756690953186,2,50,40,455.8333333333333,94.96402827737809,30.0
5,17.90592105291381,5,100,20,286.875,38.18540297024506,4.0
20,28.842256418805498,0,100,60,167.0,72.70488291717415,8.0
20,11.085979726451038,2,50,50,75.44,41.885236062364505,10.0
10,36.99652910404589,5,50,30,109.41428571428571,16.39923052782544,7.0
5,13.385747446554486,1,50,60,151.5,29.103264421710495,2.0
5,38.959614188401275,2,100,50,315.2,39.34717270656178,2.5
5,40.139315376553654,0,200,40,627.5,103.20222865810602,3.0
50,25.939948771382255,0,50,80,380.5,17.67766952966369,9.999999999999998
5,17.06742810256992,5,50,30,158.14285714285714,40.94479442464195,3.5
5,41.485903863133714,0,50,20,167.875,5.111262075065218,4.0
50,31.679056358218496,1,50,50,380.0,34.08078637590395,25.0
50,48.699194187986244,5,50,80,427.0,9.899494936611665,9.999999999999998
20,28.340405794383987,0,200,80,338.5,58.68986283848344,3.999999999999999
50,13.464904628016829,2,100,50,410.8,66.56725921952923,25.0
5,15.36601434694739,1,50,50,178.6,35.08988458231232,2.5
10,37.162351125659946,5,200,70,337.3333333333333,42.217689815210555,3.0000000000000004
10,47.39955579033188,1,50,40,128.33333333333334,21.98787544686086,6.0
5,8.009083623908651,2,50,50,159.0,36.38681079732051,2.5
50,5.063374197844933,2,100,40,407.3333333333333,65.56726825685715,30.0
5,9.074597501304419,5,50,70,135.33333333333334,13.051181300301263,1.5000000000000002
50,45.681439958231906,2,100,50,425.2,45.10764901876399,25.0
5,15.656680351201862,5,100,40,282.3333333333333,37.19498174037281,3.0
10,15.080931622219808,2,50,30,93.77142857142857,27.79176822284579,7.0
5,5.766222792407724,1,200,20,542.125,44.98392570050519,4.0
10,39.01667927394117,2,100,30,241.28571428571428,47.64351752237404,7.0
10,38.969644346237196,5,200,30,371.57142857142856,45.00687778127969,7.0
50,42.376522846801315,0,50,70,390.3333333333333,5.686240703077327,15.000000000000002
5,44.693453535540456,0,100,40,393.5,55.95980700467077,3.0
20,43.32393091471483,0,200,50,269.4,86.14696744517477,10.0
20,19.99145821208881,0,200,60,222.5,47.78074926160116,8.0
10,13.537185443862638,0,50,90,97.4,0.0,0.9999999999999998
20,29.56335510954399,1,200,50,297.0,125.75571557587352,10.0
20,26.500011944108,0,100,60,109.275,12.435265712212722,8.0
10,44.16878569705646,2,100,80,194.0,36.76955262170047,1.9999999999999996
20,35.043265516752136,2,200,40,215.83333333333334,71.88718012738201,12.0
5,49.36158509609768,2,200,40,685.5,81.3258876373323,3.0
20,12.909578210778353,1,200,40,181.33333333333334,27.295909339435216,12.0
5,7.743226165079388,1,50,30,192.42857142857142,66.68547353773819,3.5
20,7.881159738006037,2,200,80,149.5,6.363961030678928,3.999999999999999
10,39.475832554879624,1,50,60,104.75,4.349329450233296,4.0
5,46.17850949192038,5,50,30,210.42857142857142,54.07666515499744,3.5
10,22.76667029780729,2,100,60,229.5,94.108093877909,4.0
50,25.206967520643012,0,50,90,374.0,0.0,4.999999999999999
10,19.97450186838683,1,200,50,350.2,70.35055081518551,5.0
5,26.436371719220183,2,100,90,277.0,0.0,0.4999999999999999
5,27.00398290196399,1,50,30,179.14285714285714,36.255705626510576,3.5
50,28.158176519948462,1,50,60,406.5,35.45419580247167,20.0
10,10.869521032764489,1,50,50,77.78,4.4935509343947615,5.0
10,12.122440203495277,2,100,60,179.5,28.065399813055695,4.0
10,9.307844008464532,1,100,40,202.33333333333334,57.902216422747294,6.0
20,16.29798539133713,1,200,50,158.2,4.969909455915671,10.0
20,26.30325579870652,0,100,70,166.33333333333334,70.7130351019763,6.000000000000001
50,46.90843826719833,5,100,70,581.0,110.48981853546506,15.000000000000002
20,18.31303802179821,5,200,70,274.3333333333333,104.83479066289651,6.000000000000001
20,37.64119872417243,0,100,70,156.66666666666666,44.63556130859489,6.000000000000001
5,24.057587611103557,0,100,60,384.75,40.77070026379238,2.0
50,18.6772855704492,1,200,40,484.1666666666667,55.610850260238486,30.0
10,20.962668184521036,5,100,30,155.0,13.076696830622021,7.0
50,32.73952788939317,2,200,40,480.5,79.97187005441351,30.0
10,25.149437388221077,0,100,60,196.75,41.339045304247975,4.0
50,25.160472087325633,1,100,50,422.2,37.96314001765397,25.0
5,22.316495717452057,0,50,50,172.6,35.78826623350173,2.5
10,45.601956201726495,5,100,40,268.3333333333333,75.08572878161779,6.0
50,33.18837917773489,5,100,50,428.4,88.2909961434347,25.0
10,47.41449496799951,5,200,40,389.0,97.51512703165596,6.0
50,10.475700970184644,0,50,40,406.1666666666667,78.57077488905571,30.0
50,7.815085954515666,1,50,40,370.0,52.474755835544386,30.0
5,45.619276342889606,1,200,50,624.0,81.80158922661589,2.5
50,24.302977060872152,5,200,50,521.8,77.39961240213029,25.0
10,13.95717016734501,2,200,40,320.1666666666667,53.62617520079785,6.0
10,17.363375801067406,1,200,70,342.3333333333333,42.06344414492629,3.0000000000000004
20,24.578268565975424,0,200,40,189.33333333333334,40.450793152504026,12.0
20,49.78669893701714,5,100,90,225.0,0.0,1.9999999999999996
10,15.995438870537484,1,200,60,357.0,118.90892873679981,4.0
50,34.69849969917324,5,100,50,491.2,83.9684464546058,25.0
20,48.57557618940347,2,100,50,144.2,32.568389582538465,10.0
50,46.85410713571034,0,100,30,442.42857142857144,53.14087297883222,35.0
5,5.16627596967001,5,50,10,151.22222222222223,28.49902532446407,4.5
5,24.16954867107168,2,50,60,218.0,23.366642891095847,2.0
20,43.57729090921607,5,100,50,142.4,33.893952262903774,10.0
5,34.41275265940911,2,200,60,609.75,49.815492904650995,2.0
10,25.65928835569072,2,200,50,332.4,44.10555520566542,5.0
10,34.47291509237006,1,100,50,237.2,27.197426348829406,5.0
50,49.79040660524535,0,200,40,525.6666666666666,85.55388165750672,30.0
20,14.368333017416973,1,200,60,172.0,28.178005607210743,8.0
5,34.58493922543718,2,50,60,237.25,35.33058165385903,2.0
50,38.21035945597884,5,100,60,423.75,65.62710314090259,20.0
10,38.30610973445614,1,50,50,113.4,21.14946807841748,5.0
5,26.99291467630937,0,50,50,173.0,37.074249823833256,2.5
50,38.901647217774965,5,200,50,583.8,145.5255991226286,25.0
50,31.83414540149174,5,50,70,386.6666666666667,22.18858565419016,15.000000000000002
10,28.916927546218826,5,50,40,132.38333333333333,26.33024243463525,6.0
5,6.219686059134415,1,200,50,543.2,39.104986894256854,2.5
5,37.96715012717979,2,200,50,678.6,33.500746260344705,2.5
5,36.47176449712742,2,50,50,170.4,16.57709262808168,2.5
50,32.59593275769307,5,50,40,418.6666666666667,51.43410023191488,30.0
50,26.75974052199691,5,100,50,449.8,20.72920644887305,25.0
